title,text,subject,date
"China's neo-Maoists welcome Xi's new era, but say he is not the new Mao","BEIJING (Reuters) - A fringe group of hard-line conservatives who long for the way things were under communist China s founding leader, Mao Zedong, have welcomed President Xi Jinping s  new era  of socialism and its renewed emphasis on equality.  Their enthusiasm only goes so far, though. They don t want to put Xi on the same pedestal as Mao. At the ruling Communist Party s leadership conclave that wrapped up this week, Xi laid out a confident vision for a proud and prosperous China, with the party firmly in control, and cemented his authority as the country s most powerful leader since Mao took power in 1949 and declared the founding of modern China. Delegates praised Xi using Mao-era honorifics, and he became the first serving Chinese leader since Mao to have a named ideology written into the party charter, signaling that it will be in effect beyond his second five-year term, which began this week.  Their similarity is that they both want to rejuvenate the Chinese nation, they both want an independent, powerful, new China,  Song Yangbiao, a Beijing-based neo-Maoist freelance journalist, told Reuters.  Chairman Mao freed the Chinese people from the oppression of the West, while Xi Jinping has dedicated himself to giving new China a greater voice on the global stage,  he said. But Song said that it was  not realistic  to revive Mao s party chairman title and confer it on Xi. That elevation is a possibility that has been floated, according to some sources with ties to the leadership.  Chairman Mao s authority was built from a long and arduous struggle. Xi s power came from the bureaucracy in a time of peace. The history is totally different,  he said. Some mainstream party cadres at the congress did not have such reservations. Many called Xi a wise and great  lingxiu , or leader, an honorific only used for Mao Zedong and his short-lived successor Hua Guofeng. Bayanqolu, party chief of northeastern China s Jilin province, went so far as to call Xi  party helmsman , a term not in general use in senior Communist Party circles since Mao, who was called the  Great Helmsman .   Accepting Xi as a powerful leader, accepting him as the most powerful leader since Mao, is a necessary trait of Xi s new era,  said Sima Nan, a television pundit, blogger and defender of Mao and the Communist Party.  Look at how much he has said, how much he has written, how many people he has met - when does he have time to sleep?  he said in reference to Xi.   China has an awkward relationship with Mao s legacy.   Mao is still officially venerated by the Party as the founder, with a huge portrait overlooking Tiananmen Square and his face on every yuan banknote. But he is disliked by many intellectuals and others in China, who consider him personally responsible for the tumultuous decade-long Cultural Revolution and economic policies that caused famine and killed millions.   State media sometimes say that what Mao did was 30 percent negative and 70 percent positive. Neo-Maoists dismiss criticisms of Mao as smears by Westerners and revisionists, and the group vociferously defends Mao and his policies in articles online, with occasional public shaming of those who slight his legacy.   In January, a professor in central China was sacked from a university after Maoists protested a social media post in which he said Mao was responsible for millions of deaths.   While Xi has not lavished praise on Mao or his policies, he has defended his  mistakes  and has drawn a line against attempts to revise the Party s official history, pleasing the neo-Maoists.    He has also borrowed from Maoist imagery, rhetoric and  campaigns to enforce discipline on cadres, garner public support and strengthen the party s leading role in society.    Party, government, military, civilian and academic, east, west, south, north and center, the Party leads everything,  Xi said during his speech to open Congress. ",worldnews,"October 28, 2017 "
Greece and Turkey trade barbs as Erdogan visits Athens,"ATHENS (Reuters) - Greece and Turkey squared up over old disputes on Thursday during a state visit to Athens by President Tayyip Erdogan that quickly descended into verbal sparring over a list of historical grievances. Designed to boost relations between the two nations, the first visit of a Turkish president in 65 years quickly turned into a blunt grudge-fest between the NATO allies. The two countries agreed to revive a consultation process for confidence-building measures, Prime Minister Alexis Tsipras said. By the end of the first day, both sides appeared to pull back from what threatened to be a massive diplomatic flop.  There is a lot more which unites us, from that which divides us, as long as there is will,  Greek President Prokopis Pavlopoulos told a state banquet in Erdogan s honor.  We can live side by side,  Erdogan said in a translation provided by Greek state TV.  Our aim is to build the future differently, with unity, coexistence and solidarity,  he said. Earlier, he and Erdogan turned what was expected to be a staid welcoming ceremony into an unprecedented bout of diplomatic sparring over a host of differences.   The topics vented ranged from discrimination against Muslims in northern Greece to Turkey s military presence in ethnically-split Cyprus, and loose interpretations of an international treaty defining the borders of the two countries. The 1923 Treaty of Lausanne covered a range of issues and defined the borders of modern-day Turkey, and by extension, Greece. Erdogan told Greek media outlets before he even landed that the treaty needed a revision, putting Greeks in a defensive mode. At the noon meeting, Pavlopoulos ruled out any change to the treaty while a stern-looking Erdogan, seated beside him, said there were details in the treaty which required clarity. Though Erdogan focused on religious rights of the Turkish Muslim community in northern Greece, he said there were also problems on  military topics .  The truth, is I m a little confused regarding if what he is putting on the table is to modernize, to update, to comply with the Lausanne Treaty,  Tsipras said at a news conference as Erdogan stood at his side. SHOW-STOPPER The long exchange between Erdogan and the Greek president was the show-stopper, however.   This is the bedrock of our friendship,  said Pavlopoulos, referring to the treaty and pointedly telling his VIP guest he was a Professor of Law.  It has no flaws, it does not need to be reviewed or updated,  he said. Erdogan responded by saying it was a treaty signed 94 years ago and did not apply only to Greece or Turkey but also included countries such as Japan. It was also supposed to protect the Turkish minority in northern Greece, whom Erdogan said were still discriminated against.  You can t find such treatment of my Greek citizens in Turkey,  Erdogan said in a 30-minute, back-and-forth exchange where notes were slipped to both him and Pavlopoulos by ministers.  Erdogan is the first Turkish president to visit Athens since 1952. He is now doing his best to make sure that the next visit will not take place in the next 150 years,  said Wolfango Piccoli, Co-President of Teneo Intelligence. In Northern Greece, Erdogan said, Greece insisted on calling the Turkish community there Muslim rather than using the term  Turkish . There are more than 100,000 of them in the area known as Western Thrace.  They can t accept the word  Turk  being written outside a school,  said Erdogan, who is due to visit the region on Friday. Tsipras told Erdogan he too had sensitivities on religious freedoms. The Greek government, he said, had moved ahead with the reconstruction of a series of mosques around the country.  Yet not once did it cross our mind to hold an Orthodox religious ceremony in Fethiye mosque (in Athens) as wrongly, in my view, is taking place repeatedly in Hagia Sophia,  he said of the imposing structure in Istanbul that was once a church, converted into a mosque and now a museum. There have been readings of the Koran in Hagia Sophia in recent years. The NATO partners teetered on the brink of war in 1974, 1987 and 1996 over long-running disputes on ethnically divided Cyprus, mineral rights in the Aegean Sea and sovereignty over uninhabited islets in that sea.  We allowed your re-entry to NATO,  Erdogan told Pavlopoulos, referring to the departure of Greece from the bloc in 1974 after Turkey s invasion of Cyprus in response to a brief Greek-inspired coup.  It rejoined in 1980.  If it wasn t for us, you wouldn t have been able to (rejoin),  Erdogan said. While relations have improved, many Greeks believe Turkey has territorial aspirations against their country, an issue Erdogan said on at least two occasions was not the case. ",worldnews,"December 7, 2017 "
"Factbox: Trump makes picks to fill security, legal posts","WASHINGTON (Reuters) - Republican U.S. President-elect Donald Trump on Friday announced his selections for his top security posts, including the head of the Central Intelligence Agency (CIA), his national security adviser and attorney general. An official with Trump’s transition team told Reuters that Trump had chosen retired General Michael Flynn as national security adviser, U.S. Senator Jeff Sessions to serve as attorney general, and U.S. Representative Mike Pompeo to lead the CIA. All three accepted, the official said.      Below are details about his selections: Sessions, 69, was the first U.S. Senator to endorse Trump’s presidential bid and has been a close ally since. A conservative from Alabama, he is serving his fourth term in the chamber, where he is a member of the Senate Judiciary Committee with oversight of federal courts, immigration, crime and terrorism.  The son of a country-store owner, he is a former Army Reserve captain and served as the U.S. Attorney for Alabama’s Southern District under former President Ronald Reagan and later as Alabama’s Attorney General.  Although he was confirmed by the Senate for his U.S. Attorney post in 1981, he was denied a federal judgeship in 1986 when a Senate panel failed to advance his nomination amid allegations he had made racially-charged remarks, which he denied.  Sessions must secure confirmation by the U.S. Senate to lead the Justice Department as attorney general, but he would only need to win majority support in the chamber, which is controlled by Republicans. Sessions has long taken a tough stance on immigration, opposing any path to citizenship for undocumented immigrants. During the Republican George W. Bush administration, he blasted a bipartisan effort to create a guest-worker program for illegal immigrants backed by Bush. NATIONAL SECURITY ADVISER: RETIRED LIEUTENANT GENERAL MICHAEL FLYNN Flynn, 57, was an early supporter of Trump and serves as vice chairman on his transition team. A former director of the Defense Intelligence Agency (DIA), he began his U.S. Army career in 1981 and served deployments in Afghanistan and Iraq. He later worked in the Office of the Director of Intelligence.        Once a registered Democrat, Flynn became head of the DIA in 2012 under President Barack Obama and but retired a year earlier than expected according to media reports and became a fierce critic of Obama’s foreign policy.  He went on to launch his own consulting firm that has come under scrutiny for its ties to a Turkish businessman. He told the Wall Street Journal on Thursday that he would sever ties with the firm to serve Trump.     Flynn has said the United States should work more with Russia on global security issues. In an August interview with the Washington Post, he defended a paid speech for state-run Russian Television.     Pompeo, 52, is a third-term congressman from Kansas who serves on the U.S House Select Intelligence Committee, which oversees the CIA, National Security Agency (NSA) and cyber security. Pompeo also was a member of the House Select Committee on Benghazi investigating the 2012 attack on a U.S. compound in Libya.  The California native graduated first in his class from the U.S. Military Academy at West Point and served as a platoon leader in the U.S. Army before leaving military as a captain to attend Harvard Law School. In 1996, he moved to Kansas to launch an aircraft parts company. The firm’s decision to open a factory in Mexico came under fire when Pompeo later ran for public office. Pompeo defended his work, saying the company had created jobs in the state. His ties to Koch Industries, owned by billionaire conservative donors Charles and David Koch, has also drawn scrutiny. He won re-election in the Nov. 8 election with 61 percent of the vote, according to Kansas’s unofficial election results online. Pompeo has been critical of former U.S. intelligence contractor Edward Snowden who leaked National Security Agency information, saying in a 2014 letter that his telecast appearance at an event undermined the ideals of “fairness and freedom.”    (This version of the story was refiled to remove extraneous “to” in headline) ",politicsNews,"November 18, 2016 "
Second House panel approves Obamacare replacement plan,"WASHINGTON (Reuters) - A Republican plan backed by President Donald Trump to overhaul the U.S. healthcare system passed through a second congressional panel on Thursday, despite controversy among lawmakers, hospitals and insurers about its unknown costs and impact on coverage. The House of Representatives Energy and Commerce Committee approved the proposal to repeal and replace former President Barack Obama’s “Affordable Care Act” by a vote of 31-23, after debating the draft legislation for more than 24 hours. The plan had been approved early on Thursday by the tax-writing Ways and Means Committee. ",politicsNews,"March 9, 2017 "
Trump to attend NATO summit in Brussels May 25,"WASHINGTON (Reuters) - U.S. President Donald Trump will attend a summit of leaders of NATO nations on May 25 in Brussels, the White House said on Tuesday. Trump’s visit will give him an opportunity to press his case for why many NATO allies need to boost defense spending to help spread the cost of the security umbrella. Trump has made key European allies nervous with his demands that they increase defense spending and his talk of establishing an alliance with Russia to counter Islamic State militants. “The president looks forward to meeting with his NATO counterparts to reaffirm our strong commitment to NATO, and to discuss issues critical to the alliance, especially allied responsibility-sharing and NATO’s role in the fight against terrorism,” a White House statement said. Trump will welcome NATO Secretary General Jens Stoltenberg to the White House on April 12 to discuss “how to strengthen the alliance to cope with challenges to national and international security,” the statement said. ",politicsNews,"March 22, 2017 "
Obama to visit U.S. mosque to counter Republican rhetoric about Muslims,"WASHINGTON (Reuters) - President Barack Obama was set on Wednesday to make his first visit to a U.S. mosque, a trip the White House said was aimed at countering rhetoric from Republicans on the presidential campaign trail exploiting some Americans’ fears about Muslims. In the trip to the Islamic Society of Baltimore, Obama wants to highlight the American right to freedom of religion for all, including Muslims, White House spokesman Josh Earnest said. “We’ve seen an alarming willingness on the part of some Republicans to try to marginalise law-abiding, patriotic Muslim Americans. And it is offensive,” Earnest told reporters. Republican presidential front-runner Donald Trump called for a ban on Muslims entering the United States after a California couple who killed 14 people last December were described by authorities as radicalised Muslims inspired by Islamic State militants. Republicans vying to be the party’s candidate for the Nov. 8 presidential election also argued against Obama’s plan to accept 10,000 refugees fleeing Syria’s war, saying it raised national security risks. Republican candidate Ben Carson has said Muslims were unfit for the presidency of the United States. “It has been a transparent strategy on the part of Republicans to play on people’s anxieties, to target religious minorities to advance their political ambition,” Earnest said. Obama has called the comments a betrayal of American values, and said discrimination against Muslims “plays into the hands” of extremist groups like Islamic State. Muslim civil rights leaders have expressed alarm about anti-Muslim backlash, pointing to recent incidents where vandals have thrown bacon and even a pig’s severed heads at mosques. Obama, who has visited mosques outside the United States on trips abroad, will first meet privately with a small group of Muslim community leaders before delivering remarks at the mosque at 12:05 p.m. ET. He is set to speak to the nation’s Christian leaders at the annual National Prayer Breakfast on Thursday, and last week warned against the rise of religious intolerance during a ceremony at the Israeli Embassy. ",politicsNews,"February 3, 2016 "
House panel drops effort to force testimony on Trump 'dossier',"WASHINGTON (Reuters) - A congressional panel on Wednesday dropped attempts to force the founder of a firm that hired a former British spy to compile a dossier of links between the 2016 Trump election campaign and Russia to testify under oath, a lawyer for the firm said. Fusion GPS lawyer Joshua Levy said in a statement that Republican Representative Mike Conaway and Democrat Adam Schiff, leaders of the U.S. House Intelligence Committee’s investigation of Trump campaign contacts with Russia, had “agreed to withdraw a subpoena” served on Glenn Simpson, a founder of the firm. “Mr. Simpson will instead sit for a voluntary interview next week, and nothing will be said at that interview – per the agreement of Mr. Conaway and Mr. Schiff – shall interfere with Mr. Simpson’s ability to assert privileges in this investigation,” Levy said. Simpson and Levy met with the committee for about three hours on Wednesday, reaching the agreement for Simpson to testify to the panel behind closed doors on Nov. 14, Schiff and Conaway told reporters. Levy said that under the agreement, Fusion GPS would be allowed to “cooperate while honoring its obligations to clients.” Three congressional committees and a special counsel are looking into former MI6 officer Christopher Steele’s reports that are central to investigations into U.S. allegations that Russia tried to help Donald Trump’s campaign. Russia has repeatedly denied the allegations and President Trump has called the probes a witch hunt. Fusion lawyer Levy said that on Aug. 22, Simpson had appeared before the Senate Judiciary Committee and answered questions for 10 hours. Two other Fusion investigators also were summoned before the House Intelligence Committee, but they declined to respond to questions, citing their rights under the First and Fifth Amendments to the U.S. Constitution, which protect free speech and allow legal witnesses to avoid self-incrimination. The committee chairman, Republican Devin Nunes, recused himself from the investigation, but he and some other Republicans have continued seeking information about who paid Fusion for the dossier. The company has resisted such disclosures, saying it promises its clients confidentiality. A conservative website, the Washington Free Beacon, has already said that it hired Fusion to research Trump and other Republican candidates. A law firm representing the Democratic National Committee and Hillary Clinton’s campaign later paid Fusion $1.02 million for work on Trump and Russia.  A lawsuit by Fusion against its own bank seeking to block a subpoena the House Intelligence Committee issued for two years of the bank’s records is still pending in U.S. District Court in Washington, D.C., a Fusion representative said. ",politicsNews,"November 8, 2017 "
Exclusive: Detained Saudi billionaire al-Sanea seeks to end debt dispute,"DUBAI (Reuters) - A detained Saudi billionaire who led the collapsed Saad Group is seeking to repay part of a multi-billion dollar debt to creditors under a deal that could allow his release, people familiar with the matter told Reuters. The businessman, Maan al-Sanea, was detained in October in the kingdom s Eastern Province for unpaid debts, and has since been in a civil detention center in the city of Khobar, according to several sources.  Reemas Group, a financial consultancy hired by Saad Group, has outlined a proposed settlement covering $4 billion in debt. In an email sent by Reemas to creditors, of copy of which Reuters has obtained, it suggests that they would get more of their money back than under a court-enforced liquidation of the company, albeit over a longer period. At the height of his success, al-Sanea held investments in a number of large companies, including a 3.1 percent stake in British-based bank HSBC bought in 2007. That year, when his net worth was estimated at over $10 billion, he was ranked by Forbes as one of the world s 100 richest men. But al-Sanea s fortunes turned in 2009, when his business collapsed under heavy debts, unleashing a series of long-running legal disputes. Al-Sanea was detained a few weeks before Crown Prince Mohammed bin Salman launched a crackdown on corruption in which dozens of Saudi princes and businessmen are being held.  However, there is no indication that al-Sanea s case is linked with this campaign, as he was detained by the Saudi authorities for unpaid debts rather than alleged graft. Sources told Reuters that al-Sanea has access to a telephone to speak to his legal team and advisers, and has been trying to organize the debt settlement with the help of some members of his family. A source at the Ministry of Justice in Riyadh said al-Sanea could be released if his debts with creditors are settled.  Khobar General Court could not immediately be reached for comment. Reemas Group, which has branches in Khobar and Bahrain, said in the email that 34 financial institutions had obtained court judgments in the case worth 15.7 billion riyals ($4.19 billion).   We have contacted 90 percent either directly or via their local representative over the past few days. They have welcomed the idea, and we are yet to receive their preliminary consent in order to proceed with the next step,  said the email, which was sent to other creditors last month. Reemas said in the email that rather than auctioning off Saad Group s assets under the liquidation process, they would be moved into a special purpose vehicle, with creditors owning the new company.  The initiative would protect the (assets) from substantial reduction in value and enhance the debt coverage ratio to reach at least 20-25 percent,  it said. Reemas Group did not immediately respond to a Reuters request for comment.  Saad Group, once one of the largest business conglomerates  in the Gulf, collapsed under the weight of its debts in 2009 along with the family-owned Saudi conglomerate Ahmad Algosaibi and Brothers (AHAB). Since then, the two groups have been battling each other in the courts, with creditors seeking to recover billions of dollars. AHAB said it had yet to approached about the proposed debt settlement.  We are happy to engage in the dialogue and feel we should be included and if we re not included we will pursue all avenues available to us,  said Simon Charlton, AHAB s chief restructuring officer and acting chief executive. The debt settlement efforts, sources said, came after an entity established by the Supreme Judicial Council in Saudi Arabia, called the Joint Directorate of Enforcement at the General Court in Al-Khobar (JDEK), took over al-Sanea s personal assets and began a liquidation process for Saad Group. The proposed settlement suggests creditors would recover the funds over a five-year period. Two sources said that according to the debt recovery path indicated by JDEK, they would get only 6 to 8 cents in the dollar but more quickly, over a period of one to three years. According to the terms of the settlement, the special purpose vehicle would be supervised by a steering committee headed by Saudi Arabia s Arab National Bank. Arab National Bank did not respond to a Reuters request for comment.  Two of the sources familiar with the matter confirmed that a consensual and speedy settlement would show al-Sanea is serious about repaying creditors and could potentially accelerate his release.  ",worldnews,"December 11, 2017 "
UK foreign minister criticized for resurrecting 'Brexit benefit' mantra,"LONDON (Reuters) - Foreign minister Boris Johnson was accused by a government statisticians of misusing state data after he repeated a pro-Leave campaign mantra that Britain would have an extra 350 million pounds a week after Brexit. The figure had been a central part of the campaign s  let s take back control  message, with suggestions that the money could instead be used to fund state healthcare. Johnson was one of the few prominent members of the campaign not to abandon the pledge after it won the summer 2016 referendum on EU membership. David Norgrove, of the UK Statistics Authority, said he was  surprised and disappointed  that Johnson was still quoting a figure that confused gross and net contributions.  It is a clear misuse of official statistics,  Norgrove said in a letter to the minister on Sunday.  He said the number quoted did not include the rebate that Britain receives from the EU, nor did it include payments from Brussels to support, for example, agriculture and scientific research. Johnson, whose carefully tussled blonde hair and apparent bumbling manner has made him one of Britain s most recognizable politicians, mentioned the figure again in a Saturday newspaper article that laid out his vision for post-Brexit Britain.  Once we have settled our accounts, we will take back control of roughly 350 million pounds ($476 million) a week,  he wrote.  It would be a fine thing, as many of us have pointed out, if a lot of that money went on the NHS (National Health Service).  Johnson later added he was  surprised and disappointed  by Norgrove s letter, which he said  was based on what appeared to be a wilful distortion of the text of my article , according to the BBC. Britain had no control of EU spending in Britain or of a rebate that was part of a funding arrangement agreed with other EU states, Johnson said. Figures published by the Office for National Statistics in April 2016 showed Britain s weekly net contribution to the EU to be about 190 million pounds a week. ",worldnews,"September 17, 2017 "
Farenthold should resign if misconduct accusations true: senior House Republican,"WASHINGTON (Reuters) - U.S. Representative Cathy McMorris Rodgers, the fourth-ranking Republican in the House of Representatives, on Friday told Fox News Channel that fellow Republican Representative Blake Farenthold should resign if an ethics investigation finds that sexual misconduct accusations against him have merit.  “If these allegations are proven to be true ... I would hope that he would step aside,” said McMorris Rodgers, chair of the House Republican Conference. Farenthold’s office was not immediately available to comment on her remarks. The House Ethics Committee said on Thursday it was investigating Farenthold, 55, over allegations of sexual harassment, discrimination and retaliation involving a former female staff member. It said it was also looking into whether the Corpus Christi, Texas, congressman made inappropriate statements to other members of his staff. Farenthold said on Thursday he was relieved that the ethics panel was going to look into the accusations. “Once all the facts are released, I‘m confident this matter will once and for all be settled and resolved,” he said. Politico reported last week that the congressional Office of Compliance had paid $84,000 from a public fund on behalf of Farenthold for a sexual harassment claim. In 2014, Farenthold’s former communications director Lauren Greene sued him, alleging a hostile work environment, gender discrimination and retaliation, court documents showed. Farenthold and Greene reached a mediated agreement in 2015 to avoid costly litigation, but the settlement’s details were confidential, according to a statement released at the time in which Farenthold denied engaging in any wrongdoing. A number of lawmakers have been accused of sexual misconduct. This week, Democratic Representative John Conyers and Republican Representative Trent Franks resigned, while Democratic Senator Al Franken said he would be stepping down in the coming weeks. ",politicsNews,"December 8, 2017 "
Flake's retirement could upend Senate race in Arizona,"(Reuters) - Republican Senator Jeff Flake’s surprise decision to drop out of next year’s U.S. Senate race in Arizona could be bad news both for the Republican who was challenging him and for the Democrat seeking to win the seat for her party. Republican Kelli Ward and Democratic U.S. Representative Kyrsten Sinema had, in their own ways, each been counting on Flake’s unpopularity in their quest to win the November 2018 election. “It was a bad day for Kelli Ward and a bad day for Kyrsten Sinema,” said Stan Barnes, a veteran Republican political consultant in Arizona. Flake’s departure has raised the stakes in the contest for one of only two Republican-held Senate seats that Democrats appear to have a good chance of flipping in 2018. Republicans hold a 52-48 edge in the Senate. Ward, an anti-establishment candidate backed by Steve Bannon, the former strategist for Republican President Donald Trump, had targeted Flake from the right. The former state senator was leading Flake in opinion polls for next year’s Republican nominating primary. Sinema, a moderate Democrat, had counted on facing either a wounded Flake, whose feud with Trump damaged his standing among Republican voters, or Ward, whom many political analysts doubt could prevail in a general election. Now Sinema faces the prospect of a more moderate Republican emerging to challenge Ward and, potentially, become the party’s nominee. Sinema’s campaign did not immediately respond to a request for comment. Ward “could win a primary, but she can’t win a general,”  Jennifer Duffy, who analyzes Senate races for the Cook Political Report in Washington said. “Please remember that Trump only carried the state by 4 points. You can’t have a nominee who’s out there.” The battle between Flake and Ward had been seen as the latest illustration of an ideological split between mainstream Republicans and the party’s anti-establishment wing. In Alabama last month, a far-right Bannon-backed candidate defeated an incumbent Republican in the party’s primary for a December U.S. Senate election. Flake announced his retirement on Tuesday in dramatic fashion, delivering a speech on the Senate floor that harshly criticized Trump’s behavior and his own party for failing to call it out. His decision not to seek re-election immediately prompted speculation that a number of Arizona Republicans would consider entering the race against Ward. In an emailed statement, Ward said her campaign was already surging even before Flake’s withdrawal. “Other Republicans may decide to jump into the race at this late point, but it’s not something we’re worried about,” she said. “Arizona is ready to have a true conservative represent them in the Senate.” Republican consultants in Arizona said it would take weeks for the new contours of the race to take shape, as potential candidates weigh their chances, conduct internal polling and, perhaps, quietly consult with one another. Constantin Querard, a Republican strategist, said he found it unlikely that many candidates would rush to enter the race after having declined the chance to go after the unpopular Flake months ago, when it seemed likely that Trump could throw his support behind a challenger. “There are no obvious names put forth today that are any different from all the names bandied about when they were looking for someone to take on Flake in the first place,” he said. “But there will still be some – and if any is a solid conservative, they will become the odds-on favorite.” Duffy said the strongest Republican recruit was likely Representative Martha McSally, a retired Air Force colonel and  strong fund-raiser who is seen as a rising star in the party. But Duffy declined to predict whether McSally could beat Ward among a very conservative Republican primary electorate. “I stopped betting, oh, about November 8 last year,” she said, referring to the presidential election that Trump won in an upset. ",politicsNews,"October 25, 2017 "
U.S. Senate leader says Iran sanctions renewal will pass,"WASHINGTON (Reuters) - The U.S. Senate will vote to renew sanctions on Iran for 10 years before adjourning next month, the chamber’s Republican leader said on Wednesday, sending the bill to the White House, where President Barack Obama is expected to sign it into law. The House of Representatives voted overwhelmingly on Tuesday for the decade-long extension of the Iran Sanctions Act, or ISA, first adopted in 1996 to punish investments in Iran’s energy industry and deter the country’s pursuit of nuclear weapons. The act will expire at the end of 2016 if it is not renewed. “We’re going to take up the House bill,” Senate Majority Leader Mitch McConnell told reporters at the Senate’s weekly Republican leadership news conference. “... And we’re going to pass it.” The Obama administration and other world powers reached an agreement last year in which Tehran agreed to curb its nuclear program in exchange for sanctions relief. But members of Congress said they wanted the ISA to stay in effect to send a strong message that the United States will respond to provocations by Iran and give any U.S. president the ability to quickly reinstate sanctions if Tehran violated the nuclear agreement. White House officials have said they did not think the reinstatement was needed, now that the nuclear agreement has been in effect for almost a year. But they also have not raised concerns that a renewal would violate the deal. Apart from the ISA, the nuclear agreement’s longer-term future became more uncertain when Republican Donald Trump was elected president on Nov. 8, and Republicans kept their majorities in both the Senate and House of Representatives. Every Republican in Congress opposed the nuclear agreement. And Trump was harshly critical of it as he campaigned. ",politicsNews,"November 16, 2016 "
Catalan leader casts vote in banned independence referendum,"MADRID (Reuters) - Catalan leader Carles Puigdemont cast his ballot in a banned referendum on independence from Spain on Sunday morning, images from TV3 television channel showed. He voted in the village of Cornella del Terri in the province of Girona, the regional government said, not in the village originally planned where police broke down the door of the voting station.   ",worldnews,"October 1, 2017 "
Former Catalan leader says to stay in Belgium for time being,"BRUSSELS (Reuters) - Former Catalan leader Carles Puigdemont, facing arrest in Spain for organising an illegal independence referendum in October, said on Tuesday he would stay in Belgium for the time being. Spanish authorities dropped an international arrest warrant for him on Monday in order to bring his case solely under Spanish jurisdiction and avoid a lengthy extradition process through the Belgian courts.  For the moment we will stay here,  Puigdemont said at a press conference in Brussels. Puigdemont declared the northeastern region of Catalonia an independent republic on Oct. 27, leading Madrid to impose direct rule on the regional government and fire the pro-independence administration. The resulting political uncertainty has led to thousands of companies moving their legal base from Catalonia and has dented tourist figures and retail sales in the wealthy Mediterranean region. Puigdemont and four ex-cabinet members travelled to Brussels shortly after he was sacked by the central government. His former No. 2, Oriol Junqueras, is in custody in a Madrid jail while his role in the organisation of the referendum is investigated. Puigdemont faces charges of rebellion, sedition, misuse of public funds, disobedience and breach of trust in Spain. His party,  Together for Catalonia , is campaigning on a pro-independence ticket for Dec. 21 elections called by Madrid in an effort to resolve the crisis.  The central government hopes the elections will usher in a new administration that favours unity with Spain. Puigdemont said he hoped to be able to return to Spain if he was elected a member of the Catalan parliament, but he was not sure if he would be arrested and put in custody.  We have to carefully consider such a decision before taking it,  he said. ",worldnews,"December 6, 2017 "
Colombia arrests local director of Portugal's J.Martins on corruption charges,"LISBON (Reuters) - Colombian police have arrested the local director of operations for Portuguese retailer Jeronimo Martins on charges of corruption, the company said on Thursday, adding it had reported the executive to the authorities itself. Jeronimo Martins, which is the largest food retailer in Poland and the second largest in Portugal, has been expanding in Colombia for the past four years.  Jeronimo Martins Colombia has recently reported to the Colombian authorities the existence of a potential case of private corruption, for personal benefit and harmful to the company, which had been detected by our internal systems,  a company spokeswoman said.  The director of operations of ARA has been detained  following  joint actions with the Colombian authorities,  she said, declining to provide further details. Jeronimo Martins entered the Colombian market in 2013 and has opened more than 200 stores since under the ARA brand. ",worldnews,"September 21, 2017 "
"Civil liberties groups sue U.S., seek details on travel ban","BOSTON (Reuters) - Civil liberties groups on Wednesday said they were filing a series of lawsuits against the U.S. government seeking details on how federal agencies enforced President Donald Trump’s ban on travelers from seven Muslim-majority countries. The lawsuits were filed by local chapters of the American Civil Liberties Union against U.S. Customs and Border Protection and the Department of Homeland Security and cover their operations in 14 cities stretching from Portland, Maine, to San Diego. The suits are an attempt to enforce requests filed under the Freedom of Information Act (FOIA) just days after Trump signed his first executive order limiting travel. That Jan. 27 order, intended to fulfill a campaign promise to take a tough stance on immigration, first temporarily barred travelers from Iran, Iraq, Libya, Somalia, Sudan, Syria and Yemen. The order, which also temporarily barred refugees, led to a weekend of chaos at U.S. airports with travelers barred from entering the country upon landing while thousands of people turned out to protest the measures. A federal judge ordered a halt to enforcement of that ban and Trump followed up in March with a less-sweeping order that did not limit travelers from Iraq, but which has also been challenged in courts. Opponents said the orders violated the U.S. constitution’s prohibitions on religious discrimination, citing Trump’s campaign promises to impose a “Muslim ban.” The Trump administration said the restrictions are legal and are necessary to protect U.S. national security. The suits, filed in federal courts, seek disclosure of how many people have been detained or subjected to additional screening since the first executive order as well as the guidance that was provided to DHS staff about how to enforce the order. “Customs and Border Protection has a long, rich history of ignoring its obligations under the Freedom of Information Act and so these lawsuits are an effort to enforce its obligations,” said Zachary Heiden, legal director at the ACLU of Maine, in a phone interview. He noted that the ACLU filed its FOIA requests for information on Feb. 2. Officials at CBP and DHS did not immediately respond to requests for comment on the suits. In addition to Portland and San Diego, the suits cover CBP operations in Atlanta, Baltimore, Boston, Chicago, Detroit, Houston, Los Angeles, San Francisco, Seattle, Tucson, Miami and Tampa. One suit filed in Florida covers the two cities in that state. ",politicsNews,"April 12, 2017 "
